File_Name,Black_Hair,Blond_Hair,Brown_Hair,Gray_Hair,Straight_Hair,Wavy_Hair
043099.png,-1,-1,-1,1,-1,-1
043101.png,-1,-1,-1,1,1,-1
043102.png,-1,1,-1,-1,-1,1
043105.png,1,-1,-1,-1,1,-1
043113.png,-1,-1,1,-1,1,-1
043115.png,-1,1,-1,-1,1,-1
043116.png,1,-1,-1,-1,-1,-1
043121.png,1,-1,-1,-1,1,-1
043133.png,1,-1,-1,-1,-1,-1
043137.png,1,-1,-1,-1,-1,-1
043143.png,1,-1,-1,-1,-1,1
043149.png,-1,-1,1,-1,-1,1
043154.png,-1,-1,-1,-1,-1,1
043156.png,-1,-1,-1,-1,1,-1
043157.png,1,-1,-1,-1,1,-1
043159.png,-1,-1,1,-1,-1,-1
043160.png,1,-1,-1,-1,-1,-1
043162.png,-1,-1,1,-1,-1,-1
043164.png,1,-1,-1,-1,-1,-1
043172.png,-1,-1,1,-1,-1,-1
043178.png,1,-1,-1,-1,-1,-1
043179.png,-1,-1,-1,-1,1,-1
043181.png,-1,-1,1,-1,1,-1
043186.png,1,-1,-1,-1,-1,-1
043188.png,-1,-1,-1,-1,-1,1
043195.png,-1,-1,-1,-1,-1,1
043200.png,-1,-1,1,-1,-1,-1
043202.png,-1,-1,1,-1,-1,1
043206.png,1,-1,-1,-1,-1,-1
043207.png,1,-1,-1,-1,1,-1
043211.png,1,-1,-1,-1,-1,-1
043213.png,-1,1,-1,-1,1,-1
043217.png,-1,-1,1,-1,-1,1
043218.png,1,-1,-1,-1,1,-1
043234.png,1,-1,-1,-1,-1,-1
043235.png,-1,-1,1,-1,1,-1
043236.png,1,-1,-1,-1,-1,-1
043239.png,-1,-1,-1,-1,1,-1
043243.png,1,-1,-1,-1,-1,-1
043244.png,1,-1,-1,-1,-1,-1
043245.png,1,-1,-1,-1,-1,-1
043246.png,1,-1,-1,-1,1,-1
043253.png,1,-1,-1,-1,1,-1
043255.png,-1,-1,-1,1,-1,-1
043258.png,-1,-1,-1,1,-1,-1
043260.png,1,-1,-1,-1,-1,-1
043266.png,-1,-1,1,-1,-1,-1
043268.png,-1,-1,1,-1,1,-1
043271.png,1,-1,-1,-1,1,-1
043280.png,-1,-1,-1,-1,1,-1
043284.png,-1,-1,1,-1,-1,-1
043286.png,-1,-1,-1,1,-1,-1
043295.png,-1,-1,-1,1,-1,-1
043297.png,1,-1,-1,-1,-1,-1
043299.png,1,-1,-1,-1,-1,-1
043309.png,1,-1,-1,-1,-1,-1
043315.png,1,-1,-1,-1,1,-1
043318.png,-1,-1,1,-1,-1,-1
043321.png,-1,-1,-1,1,-1,-1
043329.png,1,-1,-1,-1,1,-1
043332.png,1,-1,-1,-1,1,-1
043337.png,-1,-1,-1,-1,1,-1
043342.png,-1,1,-1,-1,-1,1
043346.png,-1,1,-1,-1,-1,-1
043350.png,-1,1,-1,-1,-1,-1
043351.png,-1,-1,-1,-1,1,-1
043354.png,-1,-1,-1,-1,1,-1
043355.png,1,-1,-1,-1,-1,1
043381.png,-1,-1,-1,-1,-1,1
043385.png,1,-1,-1,-1,1,-1
043387.png,-1,-1,1,-1,-1,-1
043393.png,-1,1,-1,-1,-1,1
043395.png,-1,-1,-1,-1,-1,1
043396.png,-1,-1,-1,-1,-1,1
043397.png,1,-1,-1,-1,-1,-1
043401.png,1,-1,-1,-1,-1,-1
043408.png,-1,-1,1,-1,1,-1
043410.png,1,-1,-1,-1,1,-1
043415.png,-1,-1,1,-1,-1,-1
043420.png,-1,-1,1,-1,1,-1
043424.png,1,-1,-1,-1,1,1
043432.png,1,-1,-1,-1,-1,-1
043434.png,1,-1,-1,-1,-1,-1
043436.png,-1,-1,-1,-1,1,-1
043443.png,-1,-1,-1,-1,-1,1
043445.png,-1,-1,-1,1,-1,-1
043447.png,-1,-1,1,-1,-1,-1
043450.png,-1,-1,-1,-1,1,-1
043452.png,1,-1,-1,-1,-1,-1
043453.png,1,-1,-1,-1,-1,1
043459.png,-1,-1,1,-1,-1,-1
043460.png,-1,-1,1,-1,-1,-1
043461.png,1,-1,-1,-1,-1,-1
043464.png,-1,-1,1,-1,-1,-1
043465.png,-1,1,-1,-1,1,-1
043470.png,-1,-1,1,-1,-1,1
043471.png,1,-1,-1,-1,-1,1
043474.png,1,-1,-1,-1,-1,-1
043475.png,1,-1,-1,-1,-1,-1
043477.png,-1,-1,-1,1,1,-1
043484.png,-1,-1,-1,1,1,-1
043489.png,1,-1,-1,-1,-1,-1
043496.png,-1,-1,-1,-1,-1,1
043500.png,-1,-1,-1,1,-1,-1
043502.png,1,-1,-1,-1,1,-1
043505.png,-1,-1,-1,-1,1,-1
043507.png,-1,-1,-1,-1,1,-1
043509.png,-1,-1,-1,-1,1,-1
043512.png,-1,-1,-1,-1,1,-1
043514.png,1,-1,-1,-1,-1,-1
043515.png,-1,-1,-1,1,-1,-1
043516.png,1,-1,-1,-1,-1,-1
043520.png,-1,1,-1,-1,-1,-1
043521.png,1,-1,-1,-1,-1,-1
043525.png,1,-1,-1,-1,-1,-1
043528.png,-1,-1,-1,-1,1,-1
043534.png,-1,-1,-1,-1,-1,1
043535.png,1,-1,-1,-1,-1,-1
043537.png,-1,-1,1,-1,-1,-1
043539.png,-1,-1,1,-1,1,-1
043540.png,1,-1,-1,-1,-1,1
043542.png,-1,-1,1,-1,-1,-1
043545.png,-1,-1,1,-1,-1,-1
043553.png,-1,-1,-1,-1,1,-1
043554.png,-1,-1,-1,1,-1,1
043562.png,-1,-1,1,-1,-1,-1
043567.png,-1,-1,-1,-1,1,-1
043569.png,-1,-1,-1,-1,1,-1
043577.png,-1,-1,-1,1,-1,-1
043579.png,1,-1,-1,-1,1,-1
043582.png,-1,1,-1,-1,1,-1
043585.png,1,-1,-1,-1,-1,1
043586.png,1,-1,-1,-1,1,-1
043588.png,1,-1,-1,-1,-1,1
043590.png,-1,-1,-1,-1,-1,1
043591.png,-1,-1,1,-1,1,-1
043605.png,1,-1,-1,-1,-1,-1
043608.png,1,-1,-1,-1,1,-1
043609.png,1,-1,-1,-1,-1,1
043611.png,-1,-1,-1,-1,1,-1
043621.png,1,-1,-1,-1,1,-1
043624.png,-1,-1,1,-1,-1,1
043626.png,1,-1,-1,-1,1,-1
043630.png,-1,-1,1,-1,-1,-1
043634.png,-1,-1,1,-1,-1,1
043635.png,1,-1,-1,-1,1,-1
043656.png,1,-1,-1,-1,-1,-1
043664.png,-1,1,1,-1,-1,-1
043665.png,-1,-1,1,-1,-1,-1
043666.png,-1,-1,-1,-1,1,-1
043667.png,1,-1,-1,-1,1,-1
043669.png,-1,-1,1,-1,-1,1
043673.png,-1,-1,-1,1,-1,-1
043676.png,1,-1,-1,-1,-1,-1
043678.png,-1,-1,-1,-1,-1,1
043679.png,1,-1,-1,-1,1,-1
043680.png,-1,-1,-1,-1,1,-1
043685.png,-1,-1,1,-1,-1,-1
043693.png,-1,-1,1,-1,1,-1
043699.png,-1,-1,1,-1,-1,1
043707.png,-1,-1,1,-1,1,-1
043710.png,-1,-1,-1,-1,-1,1
043712.png,1,-1,-1,-1,1,-1
043713.png,-1,-1,1,-1,1,1
043714.png,-1,-1,1,-1,-1,1
043718.png,-1,-1,1,-1,-1,-1
043721.png,1,-1,-1,-1,-1,-1
043723.png,1,-1,-1,-1,1,-1
043724.png,-1,-1,1,-1,-1,-1
043752.png,1,-1,-1,-1,-1,1
043754.png,-1,-1,1,-1,-1,-1
043755.png,1,-1,-1,-1,-1,-1
043763.png,-1,-1,-1,-1,-1,1
043774.png,1,-1,-1,-1,1,-1
043777.png,-1,-1,-1,-1,1,-1
043781.png,-1,-1,1,-1,1,1
043782.png,1,-1,-1,-1,-1,-1
043783.png,1,-1,-1,-1,1,-1
043784.png,-1,-1,-1,1,-1,-1
043791.png,-1,-1,-1,-1,1,-1
043795.png,-1,-1,-1,1,1,-1
043796.png,-1,-1,-1,1,-1,-1
043799.png,1,-1,-1,-1,-1,-1
043800.png,-1,-1,1,-1,1,-1
043801.png,1,-1,-1,-1,1,-1
043804.png,1,-1,-1,-1,-1,-1
043805.png,1,-1,-1,-1,1,-1
043807.png,1,-1,-1,-1,-1,1
043808.png,-1,-1,-1,-1,1,-1
043815.png,-1,-1,-1,-1,1,-1
043816.png,1,-1,-1,-1,-1,-1
043819.png,-1,-1,-1,-1,1,-1
043821.png,-1,-1,-1,-1,1,-1
043822.png,1,-1,-1,-1,1,-1
043823.png,-1,-1,1,-1,1,-1
043824.png,-1,-1,-1,-1,1,-1
043826.png,-1,-1,1,-1,-1,1
043830.png,1,-1,-1,-1,-1,-1
043832.png,1,-1,-1,-1,-1,-1
043833.png,-1,-1,-1,-1,1,-1
043834.png,-1,-1,1,-1,1,-1
043839.png,-1,-1,1,-1,1,-1
043841.png,1,-1,-1,-1,-1,-1
043851.png,1,-1,-1,-1,-1,-1
043855.png,-1,-1,-1,-1,1,-1
043857.png,1,-1,-1,-1,-1,-1
043859.png,1,-1,-1,-1,1,-1
043861.png,1,-1,-1,-1,-1,-1
043864.png,1,-1,-1,-1,-1,-1
043865.png,1,-1,1,-1,-1,1
043866.png,1,-1,-1,-1,1,-1
043867.png,1,-1,-1,-1,-1,-1
043873.png,-1,-1,-1,-1,1,-1
043876.png,-1,-1,1,-1,1,-1
043885.png,1,-1,-1,-1,-1,-1
043886.png,-1,-1,-1,1,1,-1
043892.png,-1,-1,1,-1,-1,-1
043894.png,1,-1,1,-1,-1,-1
043897.png,-1,-1,1,-1,-1,1
043904.png,-1,-1,-1,1,-1,-1
043919.png,1,-1,-1,-1,-1,-1
043923.png,-1,-1,-1,-1,-1,1
043926.png,1,-1,-1,-1,-1,-1
043927.png,-1,-1,1,-1,-1,-1
043931.png,-1,-1,-1,1,-1,-1
043933.png,1,-1,-1,-1,1,-1
043936.png,1,-1,-1,-1,1,-1
043942.png,1,-1,-1,-1,-1,1
043943.png,-1,-1,-1,1,1,-1
043945.png,1,-1,-1,-1,-1,-1
043951.png,-1,-1,-1,-1,1,-1
043954.png,-1,-1,-1,-1,1,-1
043955.png,-1,-1,1,-1,-1,1
043956.png,-1,-1,-1,1,-1,-1
043959.png,1,-1,-1,-1,-1,-1
043961.png,1,-1,-1,-1,1,-1
043967.png,1,-1,-1,-1,-1,-1
043968.png,-1,-1,-1,-1,-1,1
043970.png,1,-1,-1,-1,1,-1
043971.png,-1,-1,-1,-1,-1,1
043973.png,1,-1,-1,-1,-1,1
043982.png,-1,-1,-1,-1,1,-1
043986.png,-1,-1,1,-1,1,-1
043987.png,-1,1,-1,-1,-1,-1
043989.png,-1,-1,-1,1,-1,-1
043990.png,1,-1,-1,-1,-1,1
043993.png,-1,-1,1,-1,-1,1
043995.png,1,-1,-1,-1,-1,-1
043997.png,1,-1,-1,-1,-1,-1
043998.png,1,-1,-1,-1,1,-1
044000.png,1,-1,-1,-1,1,-1
044007.png,1,-1,-1,-1,-1,-1
044009.png,-1,-1,-1,-1,-1,1
044010.png,1,-1,-1,-1,-1,-1
044015.png,-1,-1,1,-1,-1,1
044018.png,1,-1,-1,-1,1,-1
044023.png,-1,-1,-1,1,-1,-1
044024.png,-1,-1,1,-1,-1,-1
044029.png,-1,-1,1,-1,-1,-1
044030.png,-1,-1,1,-1,-1,-1
044032.png,-1,-1,1,-1,-1,1
044039.png,1,-1,-1,-1,-1,1
044041.png,1,-1,-1,-1,1,-1
044042.png,1,-1,1,-1,-1,-1
044045.png,1,-1,-1,-1,-1,1
044046.png,-1,-1,1,-1,-1,1
044049.png,-1,-1,-1,-1,1,-1
044053.png,-1,-1,1,-1,-1,1
044054.png,-1,-1,1,-1,-1,-1
044061.png,1,-1,-1,-1,1,-1
044062.png,1,-1,-1,-1,1,-1
044068.png,1,-1,-1,-1,1,-1
044075.png,1,-1,-1,-1,-1,-1
044083.png,-1,-1,-1,-1,-1,1
044090.png,-1,-1,1,-1,-1,-1
044091.png,-1,-1,1,-1,1,-1
044092.png,-1,-1,-1,-1,-1,1
044096.png,1,-1,-1,-1,-1,-1
044097.png,1,-1,-1,-1,1,-1
044098.png,1,-1,-1,-1,1,-1
044108.png,-1,-1,-1,-1,-1,1
044111.png,-1,-1,-1,-1,-1,1
044126.png,-1,-1,-1,-1,-1,1
044128.png,1,-1,-1,-1,1,-1
044129.png,-1,-1,-1,-1,1,-1
044130.png,-1,-1,1,-1,1,-1
044131.png,-1,-1,1,-1,1,-1
044132.png,1,-1,-1,-1,-1,-1
044134.png,-1,-1,-1,-1,1,-1
044138.png,-1,-1,-1,-1,-1,1
044143.png,-1,-1,-1,-1,1,-1
044154.png,-1,-1,-1,-1,1,-1
044156.png,1,-1,-1,-1,-1,-1
044157.png,-1,-1,1,-1,-1,1
044160.png,-1,-1,1,-1,-1,1
044161.png,1,-1,-1,-1,-1,-1
044164.png,-1,-1,-1,-1,1,-1
044174.png,1,-1,-1,-1,-1,-1
044176.png,1,-1,-1,-1,-1,-1
044178.png,-1,-1,-1,-1,-1,1
044181.png,1,-1,-1,-1,-1,-1
044182.png,-1,-1,1,-1,-1,1
044189.png,-1,-1,1,-1,-1,-1
044190.png,1,-1,-1,-1,-1,-1
044192.png,-1,1,-1,-1,1,-1
044196.png,1,-1,-1,-1,-1,-1
044203.png,1,-1,-1,-1,-1,-1
044211.png,1,-1,-1,-1,-1,-1
044219.png,-1,-1,1,-1,-1,-1
044220.png,-1,-1,1,-1,1,-1
044221.png,-1,-1,-1,1,-1,1
044223.png,-1,-1,-1,1,-1,-1
044227.png,-1,-1,-1,-1,1,-1
044229.png,1,-1,-1,-1,-1,-1
044230.png,1,-1,-1,-1,1,-1
044232.png,-1,-1,-1,-1,-1,1
044245.png,1,-1,-1,-1,-1,-1
044249.png,1,-1,-1,-1,-1,-1
044250.png,1,-1,-1,-1,-1,-1
044254.png,1,-1,-1,-1,-1,-1
044258.png,1,-1,-1,-1,1,-1
044263.png,-1,-1,-1,1,-1,-1
044267.png,-1,-1,-1,-1,1,-1
044268.png,1,-1,-1,-1,1,-1
044272.png,-1,-1,1,-1,-1,1
044276.png,-1,1,-1,-1,-1,1
044278.png,-1,-1,-1,-1,-1,1
044279.png,-1,-1,-1,1,-1,-1
044289.png,-1,-1,-1,-1,-1,1
044291.png,-1,-1,-1,1,1,-1
044293.png,1,-1,-1,-1,-1,-1
044298.png,1,-1,-1,-1,-1,-1
044305.png,-1,-1,1,-1,-1,-1
044313.png,1,-1,-1,-1,-1,-1
044322.png,-1,-1,-1,-1,-1,1
044326.png,-1,-1,-1,1,-1,-1
044329.png,1,-1,-1,-1,1,-1
044334.png,-1,-1,-1,-1,1,-1
044340.png,1,-1,-1,-1,1,-1
044341.png,1,-1,-1,-1,-1,-1
044345.png,-1,-1,-1,-1,-1,1
044350.png,-1,-1,-1,-1,1,-1
044351.png,1,-1,-1,-1,1,-1
044353.png,-1,-1,1,-1,-1,-1
044357.png,-1,-1,-1,-1,1,-1
044360.png,-1,-1,-1,1,-1,-1
044368.png,1,-1,-1,-1,-1,-1
044370.png,-1,-1,1,-1,-1,-1
044372.png,-1,-1,1,-1,-1,-1
044380.png,-1,-1,1,-1,1,-1
044382.png,1,-1,-1,-1,-1,-1
044384.png,-1,-1,1,-1,-1,-1
044385.png,-1,-1,-1,1,-1,-1
044390.png,-1,-1,1,-1,-1,-1
044395.png,-1,-1,1,-1,-1,-1
044397.png,1,-1,-1,-1,-1,-1
044402.png,-1,-1,1,-1,1,-1
044405.png,-1,-1,-1,-1,-1,1
044406.png,-1,-1,-1,1,1,-1
044408.png,1,-1,-1,-1,-1,-1
044411.png,-1,-1,-1,1,-1,-1
044412.png,-1,-1,1,-1,-1,1
044415.png,-1,-1,-1,-1,1,-1
044416.png,-1,-1,-1,1,-1,-1
044423.png,-1,-1,1,-1,-1,-1
044424.png,-1,-1,-1,-1,1,-1
044425.png,-1,-1,-1,1,-1,-1
044428.png,1,-1,-1,-1,-1,-1
044431.png,1,-1,-1,-1,1,-1
044435.png,-1,1,-1,-1,1,-1
044436.png,1,-1,-1,-1,1,-1
044438.png,-1,-1,-1,-1,-1,1
044446.png,-1,-1,-1,-1,1,-1
044448.png,1,-1,-1,-1,1,-1
044453.png,-1,-1,1,-1,1,-1
044462.png,1,-1,-1,-1,-1,-1
044463.png,1,-1,-1,-1,-1,1
044469.png,1,-1,-1,-1,1,-1
044471.png,1,-1,-1,-1,-1,1
044473.png,-1,-1,-1,-1,1,-1
044478.png,1,-1,-1,-1,-1,1
044484.png,1,-1,-1,-1,1,-1
044485.png,-1,-1,-1,-1,-1,1
044486.png,1,-1,-1,-1,-1,-1
044487.png,-1,-1,-1,-1,1,-1
044488.png,1,-1,-1,-1,-1,-1
044494.png,1,-1,-1,-1,-1,-1
044496.png,1,-1,-1,-1,-1,-1
044498.png,1,-1,-1,-1,1,-1
044501.png,1,-1,-1,-1,-1,-1
044505.png,-1,-1,-1,-1,-1,1
044506.png,1,-1,-1,-1,-1,-1
044509.png,1,-1,-1,-1,1,-1
044515.png,1,-1,-1,-1,-1,-1
044518.png,1,-1,-1,-1,1,-1
044527.png,1,-1,-1,-1,-1,-1
044530.png,1,-1,-1,-1,-1,-1
044531.png,-1,-1,-1,-1,1,-1
044536.png,1,-1,-1,-1,-1,-1
044542.png,-1,-1,-1,1,-1,-1
044547.png,-1,-1,-1,-1,1,-1
044549.png,1,-1,-1,-1,-1,1
044552.png,1,-1,-1,-1,-1,-1
044558.png,1,-1,-1,-1,-1,-1
044560.png,-1,-1,-1,1,-1,-1
044561.png,-1,-1,1,-1,-1,-1
044565.png,-1,-1,-1,-1,1,-1
044566.png,-1,-1,-1,-1,-1,1
044567.png,-1,-1,-1,-1,-1,1
044569.png,-1,-1,-1,-1,-1,1
044574.png,1,-1,-1,-1,-1,1
044575.png,-1,-1,-1,-1,-1,1
044578.png,-1,-1,1,-1,-1,1
044580.png,-1,-1,-1,1,-1,-1
044581.png,-1,-1,-1,1,-1,-1
044585.png,1,-1,-1,-1,1,-1
044591.png,1,-1,-1,-1,-1,-1
044593.png,1,-1,-1,-1,1,-1
044594.png,-1,-1,-1,1,-1,-1
044597.png,1,-1,-1,-1,-1,-1
044603.png,-1,-1,-1,-1,1,-1
044608.png,-1,-1,1,-1,-1,-1
044609.png,-1,-1,1,-1,-1,1
044612.png,-1,-1,1,-1,-1,-1
044614.png,-1,-1,-1,1,1,-1
044619.png,-1,1,-1,-1,-1,-1
044625.png,-1,-1,1,-1,-1,-1
044634.png,1,-1,-1,-1,1,-1
044637.png,-1,-1,-1,-1,1,-1
044638.png,1,-1,-1,-1,-1,-1
044641.png,-1,-1,-1,-1,1,-1
044644.png,1,-1,-1,-1,1,-1
044646.png,1,-1,-1,-1,-1,1
044657.png,1,-1,-1,-1,-1,-1
044662.png,1,-1,-1,-1,-1,-1
044663.png,1,-1,-1,-1,-1,-1
044664.png,1,-1,-1,-1,-1,-1
044667.png,-1,-1,1,-1,-1,-1
044668.png,-1,-1,-1,1,-1,1
044674.png,-1,-1,1,-1,-1,-1
044684.png,-1,-1,-1,-1,-1,1
044687.png,-1,1,-1,1,1,-1
044688.png,-1,-1,1,-1,-1,-1
044694.png,-1,-1,-1,1,-1,-1
044700.png,1,-1,-1,-1,-1,-1
044701.png,-1,-1,1,-1,-1,1
044708.png,-1,-1,1,-1,-1,-1
044709.png,1,-1,-1,-1,-1,1
044715.png,1,-1,-1,-1,1,-1
044719.png,-1,-1,-1,-1,-1,1
044720.png,1,-1,-1,-1,-1,-1
044721.png,1,-1,-1,-1,1,-1
044722.png,-1,-1,-1,-1,1,-1
044727.png,-1,-1,1,-1,1,-1
044730.png,1,-1,-1,-1,-1,-1
044732.png,-1,-1,1,-1,-1,-1
044733.png,1,-1,-1,-1,-1,1
044735.png,-1,-1,-1,-1,1,-1
044738.png,-1,-1,-1,-1,-1,1
044739.png,-1,-1,-1,1,-1,-1
044742.png,-1,-1,1,-1,1,-1
044744.png,1,-1,-1,-1,-1,-1
044745.png,-1,-1,1,-1,-1,-1
044762.png,1,-1,-1,-1,-1,-1
044765.png,1,-1,-1,-1,-1,1
044769.png,-1,-1,1,-1,-1,-1
044770.png,1,-1,-1,-1,-1,-1
044777.png,-1,-1,-1,-1,1,-1
044778.png,1,-1,-1,-1,-1,1
044791.png,1,-1,-1,-1,-1,-1
044797.png,1,-1,-1,-1,1,-1
044798.png,-1,-1,-1,1,-1,-1
044802.png,-1,-1,-1,-1,1,-1
044804.png,-1,-1,-1,-1,1,-1
044810.png,-1,-1,-1,-1,1,-1
044811.png,-1,-1,-1,-1,1,-1
044813.png,-1,-1,1,-1,-1,-1
044819.png,1,-1,-1,-1,-1,-1
044821.png,-1,-1,1,-1,1,-1
044823.png,-1,-1,1,-1,-1,1
044826.png,1,-1,-1,-1,-1,-1
044828.png,-1,-1,-1,-1,-1,1
044829.png,-1,-1,-1,-1,1,-1
044835.png,1,-1,-1,-1,1,-1
044844.png,-1,-1,1,-1,-1,1
044851.png,-1,-1,-1,-1,-1,1
044853.png,1,-1,-1,-1,-1,-1
044854.png,-1,-1,1,-1,-1,1
044857.png,-1,-1,-1,-1,-1,1
044858.png,-1,1,-1,-1,-1,-1
044859.png,1,-1,-1,-1,1,-1
044861.png,1,-1,-1,-1,-1,1
044865.png,-1,-1,-1,-1,-1,1
044866.png,1,-1,-1,-1,-1,-1
044868.png,-1,-1,-1,-1,-1,1
044870.png,-1,-1,-1,-1,1,-1
044875.png,-1,-1,-1,-1,-1,1
044877.png,-1,-1,-1,1,-1,-1
044878.png,1,-1,-1,-1,1,-1
044879.png,-1,-1,1,-1,-1,1
044882.png,-1,-1,1,-1,-1,-1
044888.png,-1,-1,-1,-1,1,-1
044898.png,1,-1,-1,-1,1,-1
044900.png,-1,-1,1,-1,1,-1
044901.png,1,-1,-1,-1,1,-1
044905.png,-1,-1,-1,-1,-1,1
044910.png,-1,-1,-1,-1,-1,1
044918.png,1,-1,-1,-1,1,-1
044920.png,-1,-1,-1,1,-1,-1
044923.png,1,-1,-1,-1,1,-1
044925.png,1,-1,-1,-1,-1,-1
044927.png,1,-1,-1,-1,-1,-1
044933.png,-1,1,-1,-1,-1,1
044934.png,1,-1,-1,-1,1,-1
044935.png,-1,1,-1,-1,-1,-1
044938.png,-1,-1,1,-1,-1,1
044941.png,-1,1,-1,-1,-1,1
044948.png,-1,-1,-1,-1,1,-1
044952.png,1,-1,-1,-1,-1,1
044961.png,1,-1,-1,-1,1,-1
044968.png,1,-1,-1,-1,-1,-1
044975.png,1,-1,-1,-1,-1,-1
044979.png,1,-1,-1,-1,-1,-1
044982.png,-1,-1,-1,-1,1,-1
044983.png,-1,1,-1,-1,-1,-1
044984.png,1,-1,-1,-1,-1,1
044986.png,-1,-1,-1,-1,-1,1
044988.png,1,-1,-1,-1,-1,1
044992.png,1,-1,-1,-1,-1,-1
044994.png,-1,-1,1,-1,-1,1
044995.png,-1,-1,1,-1,-1,1
044999.png,-1,-1,-1,1,-1,-1
045006.png,1,-1,-1,-1,1,-1
045011.png,-1,-1,-1,1,-1,-1
045015.png,1,-1,-1,-1,1,-1
045021.png,1,-1,-1,-1,1,-1
045022.png,-1,-1,1,-1,-1,-1
045028.png,1,-1,-1,-1,-1,-1
045032.png,-1,-1,-1,1,1,-1
045033.png,1,-1,-1,-1,-1,-1
045034.png,-1,-1,1,-1,-1,1
045035.png,-1,-1,1,-1,-1,-1
045038.png,-1,-1,-1,-1,1,-1
045039.png,-1,-1,1,-1,-1,-1
045043.png,-1,-1,1,-1,-1,1
045044.png,1,-1,-1,-1,-1,1
045047.png,-1,-1,1,-1,-1,-1
045051.png,1,-1,-1,-1,-1,-1
045052.png,-1,-1,1,-1,-1,-1
045053.png,-1,-1,-1,-1,-1,1
045056.png,1,-1,-1,-1,-1,-1
045059.png,1,-1,-1,-1,-1,-1
045060.png,-1,-1,-1,1,-1,-1
045063.png,-1,-1,-1,-1,-1,1
045067.png,1,-1,-1,-1,1,-1
045076.png,1,-1,-1,-1,-1,-1
045078.png,-1,-1,1,-1,-1,-1
045082.png,-1,-1,1,-1,-1,-1
045083.png,1,-1,-1,-1,1,-1
045085.png,-1,-1,1,-1,1,-1
045087.png,-1,-1,1,-1,-1,1
045090.png,-1,-1,1,-1,-1,1
045109.png,-1,-1,-1,1,-1,-1
045122.png,-1,-1,1,-1,-1,1
045124.png,1,-1,-1,-1,-1,-1
045126.png,-1,-1,-1,1,-1,-1
045128.png,1,-1,-1,-1,-1,1
045136.png,-1,-1,1,-1,1,-1
045144.png,1,-1,-1,-1,1,-1
045146.png,1,-1,-1,-1,-1,-1
045147.png,-1,-1,-1,-1,-1,1
045150.png,-1,-1,1,-1,-1,-1
045152.png,1,-1,-1,-1,-1,-1
045160.png,1,-1,1,-1,1,-1
045161.png,1,-1,-1,-1,-1,-1
045162.png,1,-1,-1,-1,1,-1
045167.png,1,-1,-1,-1,-1,-1
045169.png,1,-1,-1,-1,-1,-1
045174.png,-1,-1,-1,-1,1,-1
045176.png,1,-1,-1,-1,1,-1
045182.png,1,-1,-1,-1,1,-1
045183.png,1,-1,-1,-1,-1,1
045184.png,-1,1,1,-1,-1,1
045185.png,1,-1,-1,-1,-1,-1
045188.png,1,-1,-1,-1,-1,1
045194.png,1,-1,-1,-1,1,-1
045199.png,1,-1,-1,-1,-1,-1
045205.png,-1,-1,-1,1,1,-1
045206.png,-1,-1,-1,1,-1,-1
045207.png,-1,-1,1,-1,-1,-1
045208.png,-1,-1,1,-1,-1,1
045212.png,1,-1,-1,-1,1,-1
045213.png,-1,-1,1,-1,-1,-1
045220.png,-1,-1,-1,1,-1,-1
045224.png,-1,-1,-1,1,-1,1
045227.png,1,-1,-1,-1,-1,-1
045229.png,1,-1,-1,-1,-1,-1
045231.png,1,-1,-1,-1,-1,-1
045236.png,1,-1,-1,-1,1,-1
045237.png,-1,-1,-1,-1,-1,1
045238.png,-1,-1,1,-1,-1,-1
045239.png,1,-1,-1,-1,-1,-1
045240.png,-1,-1,-1,-1,1,-1
045246.png,-1,-1,-1,-1,1,-1
045251.png,1,-1,-1,-1,-1,-1
045252.png,1,-1,-1,-1,1,-1
045259.png,1,-1,-1,-1,-1,-1
045261.png,-1,-1,1,-1,-1,-1
045269.png,-1,-1,1,-1,1,-1
045273.png,1,-1,-1,-1,1,-1
045276.png,1,-1,-1,-1,1,-1
045280.png,-1,-1,-1,1,1,-1
045283.png,-1,-1,-1,1,-1,-1
045284.png,1,-1,-1,-1,-1,1
045287.png,-1,-1,-1,1,-1,-1
045290.png,1,-1,-1,-1,-1,1
045292.png,1,-1,-1,-1,1,-1
045295.png,-1,1,-1,-1,-1,-1
045296.png,-1,-1,-1,1,-1,-1
045300.png,-1,-1,-1,-1,-1,1
045301.png,1,-1,-1,-1,-1,-1
045306.png,-1,-1,1,-1,-1,-1
045309.png,-1,-1,-1,1,-1,-1
045311.png,-1,-1,-1,1,-1,-1
045315.png,-1,-1,-1,1,-1,-1
045317.png,-1,-1,1,-1,-1,1
045321.png,1,-1,-1,-1,-1,1
045322.png,-1,-1,-1,-1,1,-1
045325.png,1,-1,-1,-1,-1,-1
045326.png,-1,-1,-1,1,-1,-1
045333.png,-1,-1,1,-1,-1,-1
045335.png,-1,-1,1,-1,-1,-1
045342.png,1,-1,-1,-1,1,-1
045345.png,-1,-1,-1,-1,1,-1
045353.png,-1,-1,-1,1,-1,-1
045354.png,1,-1,-1,-1,-1,-1
045357.png,1,-1,-1,-1,1,-1
045358.png,-1,-1,1,-1,-1,1
045363.png,-1,-1,-1,-1,1,-1
045375.png,1,-1,-1,-1,-1,-1
045377.png,-1,1,-1,-1,1,-1
045383.png,-1,-1,-1,1,-1,-1
045384.png,-1,-1,-1,-1,1,-1
045385.png,-1,1,-1,-1,-1,-1
045387.png,-1,-1,1,-1,-1,-1
